Date,1 MO,3 MO,6 MO,1 YR,2 YR,3 YR,5 YR,7 YR,10 YR,20 YR,30 YR
14/5/13,0.03,0.03,0.05,0.1,0.39,0.84,1.62,2.16,2.61,3.17,3.45
14/5/14,0.02,0.03,0.05,0.1,0.39,0.81,1.57,2.1,2.54,3.09,3.37
14/5/15,0.01,0.03,0.05,0.09,0.38,0.8,1.55,2.05,2.5,3.05,3.33
14/5/16,0.01,0.03,0.05,0.09,0.38,0.8,1.56,2.08,2.52,3.07,3.34
14/5/19,0.01,0.03,0.05,0.09,0.36,0.79,1.56,2.09,2.54,3.11,3.39
14/5/20,0.04,0.03,0.06,0.09,0.35,0.77,1.53,2.06,2.52,3.1,3.38
14/5/21,0.04,0.04,0.06,0.09,0.37,0.79,1.55,2.08,2.54,3.13,3.42
14/5/22,0.03,0.03,0.05,0.09,0.37,0.8,1.57,2.1,2.56,3.15,3.43
14/5/23,0.04,0.04,0.05,0.1,0.37,0.79,1.55,2.09,2.54,3.12,3.4
14/5/27,0.03,0.04,0.06,0.09,0.39,0.79,1.56,2.08,2.52,3.09,3.37
14/5/28,0.04,0.04,0.05,0.1,0.37,0.76,1.5,2.01,2.44,3.01,3.29
14/5/29,0.05,0.04,0.05,0.1,0.37,0.77,1.52,2.03,2.45,3.03,3.31
14/5/30,0.05,0.04,0.06,0.1,0.37,0.79,1.54,2.06,2.48,3.05,3.33
14/6/2,0.04,0.04,0.06,0.1,0.39,0.83,1.6,2.12,2.54,3.1,3.38
14/6/3,0.04,0.04,0.06,0.1,0.41,0.85,1.65,2.18,2.6,3.17,3.43
14/6/4,0.04,0.04,0.06,0.1,0.41,0.85,1.65,2.2,2.61,3.18,3.45
14/6/5,0.03,0.04,0.06,0.1,0.4,0.82,1.63,2.17,2.59,3.17,3.44
14/6/6,0.02,0.04,0.06,0.11,0.41,0.86,1.66,2.19,2.6,3.17,3.44
14/6/9,0.03,0.04,0.06,0.11,0.43,0.88,1.69,2.22,2.62,3.18,3.45
14/6/10,0.04,0.04,0.06,0.11,0.45,0.93,1.71,2.24,2.64,3.2,3.47
14/6/11,0.03,0.04,0.06,0.11,0.44,0.91,1.7,2.23,2.65,3.2,3.47
14/6/12,0.02,0.04,0.07,0.1,0.42,0.88,1.66,2.17,2.58,3.14,3.41
14/6/13,0.02,0.04,0.07,0.11,0.45,0.93,1.7,2.21,2.6,3.14,3.41
14/6/16,0.03,0.04,0.07,0.11,0.49,0.95,1.71,2.21,2.61,3.14,3.4
14/6/17,0.03,0.04,0.07,0.11,0.51,0.99,1.77,2.27,2.66,3.19,3.44
14/6/18,0.03,0.03,0.06,0.1,0.48,0.95,1.71,2.21,2.61,3.16,3.43
14/6/19,0.01,0.02,0.05,0.09,0.48,0.94,1.71,2.22,2.64,3.2,3.47
14/6/20,0.01,0.02,0.04,0.09,0.5,0.94,1.71,2.22,2.63,3.18,3.44
14/6/23,0.02,0.03,0.06,0.1,0.48,0.96,1.72,2.23,2.63,3.18,3.45
14/6/24,0.01,0.03,0.06,0.12,0.49,0.95,1.7,2.19,2.59,3.14,3.41
14/6/25,0.01,0.03,0.05,0.11,0.48,0.92,1.68,2.17,2.57,3.12,3.38
14/6/26,0.01,0.04,0.06,0.11,0.46,0.9,1.64,2.14,2.53,3.08,3.35
14/6/27,0.02,0.03,0.06,0.1,0.45,0.88,1.64,2.14,2.54,3.1,3.36
14/6/30,0.02,0.04,0.07,0.11,0.47,0.88,1.62,2.13,2.53,3.08,3.34
14/7/1,0.03,0.02,0.06,0.11,0.47,0.9,1.66,2.17,2.58,3.13,3.4
14/7/2,0.02,0.02,0.06,0.12,0.49,0.95,1.71,2.22,2.64,3.2,3.46
14/7/3,0.01,0.01,0.06,0.11,0.52,0.98,1.74,2.25,2.65,3.21,3.47
14/7/7,0.02,0.04,0.06,0.12,0.52,1,1.74,2.24,2.63,3.17,3.44
14/7/8,0.02,0.03,0.06,0.11,0.51,0.99,1.7,2.19,2.58,3.12,3.38
14/7/9,0.03,0.03,0.06,0.11,0.51,0.97,1.68,2.17,2.57,3.1,3.37
14/7/10,0.02,0.02,0.06,0.1,0.46,0.93,1.66,2.15,2.55,3.1,3.38
14/7/11,0.02,0.02,0.07,0.11,0.48,0.92,1.65,2.13,2.53,3.07,3.34
14/7/14,0.02,0.03,0.06,0.11,0.48,0.95,1.68,2.17,2.55,3.1,3.36
14/7/15,0.02,0.02,0.06,0.11,0.49,0.97,1.7,2.18,2.56,3.1,3.37
14/7/16,0.02,0.02,0.06,0.11,0.5,0.98,1.71,2.18,2.55,3.08,3.35
14/7/17,0.02,0.02,0.06,0.1,0.47,0.94,1.65,2.11,2.47,3.01,3.27
14/7/18,0.03,0.02,0.05,0.1,0.51,0.97,1.69,2.14,2.5,3.03,3.29
14/7/21,0.02,0.03,0.06,0.11,0.51,0.99,1.7,2.14,2.49,3.01,3.26
14/7/22,0.03,0.03,0.07,0.11,0.49,0.97,1.68,2.13,2.48,3,3.25
14/7/23,0.03,0.03,0.05,0.11,0.5,0.96,1.67,2.12,2.48,3,3.26
14/7/24,0.04,0.03,0.06,0.11,0.53,1,1.72,2.18,2.52,3.04,3.3
14/7/25,0.03,0.03,0.06,0.11,0.53,0.98,1.69,2.14,2.48,2.99,3.24
14/7/28,0.03,0.04,0.06,0.11,0.54,1.01,1.73,2.17,2.5,3.01,3.26
14/7/29,0.03,0.02,0.06,0.12,0.54,1,1.7,2.14,2.47,2.97,3.22
14/7/30,0.03,0.04,0.06,0.13,0.56,1.04,1.77,2.24,2.57,3.06,3.31
14/7/31,0.01,0.03,0.05,0.12,0.53,1.02,1.76,2.24,2.58,3.07,3.32
14/8/1,0.01,0.03,0.05,0.13,0.47,0.94,1.67,2.16,2.52,3.03,3.29
14/8/4,0.02,0.04,0.06,0.12,0.47,0.93,1.66,2.15,2.51,3.04,3.3
14/8/5,0.03,0.03,0.05,0.12,0.47,0.93,1.66,2.14,2.49,3.02,3.28
14/8/6,0.03,0.03,0.05,0.11,0.48,0.93,1.66,2.13,2.49,3.01,3.27
14/8/7,0.03,0.03,0.04,0.11,0.44,0.89,1.6,2.07,2.43,2.97,3.23
14/8/8,0.03,0.03,0.05,0.1,0.45,0.91,1.62,2.09,2.44,2.97,3.23
14/8/11,0.03,0.04,0.05,0.1,0.47,0.93,1.62,2.09,2.44,2.97,3.24
14/8/12,0.05,0.03,0.05,0.1,0.45,0.92,1.63,2.1,2.46,3,3.27
14/8/13,0.04,0.04,0.06,0.1,0.43,0.88,1.59,2.06,2.43,2.97,3.24
14/8/14,0.04,0.04,0.06,0.1,0.42,0.87,1.58,2.04,2.4,2.93,3.2
14/8/15,0.03,0.03,0.05,0.09,0.42,0.86,1.55,1.99,2.34,2.86,3.13
14/8/18,0.02,0.03,0.05,0.1,0.44,0.89,1.58,2.04,2.39,2.92,3.2
14/8/19,0.04,0.03,0.05,0.11,0.46,0.9,1.59,2.05,2.4,2.94,3.21
14/8/20,0.04,0.04,0.06,0.12,0.49,0.94,1.65,2.09,2.43,2.95,3.22
14/8/21,0.03,0.02,0.06,0.1,0.49,0.95,1.64,2.08,2.41,2.92,3.19
14/8/22,0.04,0.03,0.06,0.1,0.53,0.98,1.68,2.1,2.4,2.9,3.16
14/8/25,0.02,0.04,0.05,0.11,0.53,0.99,1.69,2.09,2.39,2.88,3.13
14/8/26,0.04,0.03,0.05,0.12,0.52,0.98,1.68,2.08,2.39,2.89,3.15
14/8/27,0.02,0.04,0.05,0.11,0.51,0.97,1.65,2.05,2.37,2.85,3.11
14/8/28,0.02,0.03,0.05,0.11,0.5,0.95,1.63,2.04,2.34,2.82,3.08
14/8/29,0.02,0.03,0.05,0.09,0.48,0.94,1.63,2.05,2.35,2.83,3.09
14/9/2,0.02,0.03,0.05,0.1,0.53,0.99,1.69,2.11,2.42,2.91,3.17
14/9/3,0.02,0.03,0.05,0.11,0.52,0.99,1.69,2.11,2.41,2.9,3.15
14/9/4,0.02,0.03,0.05,0.1,0.54,1.01,1.71,2.14,2.45,2.95,3.21
14/9/5,0.02,0.03,0.05,0.1,0.52,0.99,1.69,2.14,2.46,2.97,3.23
14/9/8,0.01,0.02,0.05,0.1,0.54,1.02,1.72,2.16,2.48,2.97,3.23
14/9/9,0.01,0.02,0.05,0.11,0.56,1.06,1.76,2.19,2.5,2.97,3.23
14/9/10,0.01,0.02,0.05,0.11,0.58,1.07,1.79,2.22,2.54,3.01,3.26
14/9/11,0.01,0.02,0.05,0.11,0.58,1.07,1.79,2.22,2.54,3.02,3.27
14/9/12,0.01,0.02,0.05,0.11,0.58,1.07,1.83,2.29,2.62,3.1,3.35
14/9/15,0.01,0.02,0.05,0.11,0.58,1.06,1.8,2.26,2.6,3.09,3.34
14/9/16,0.01,0.02,0.04,0.13,0.55,1.04,1.78,2.26,2.6,3.11,3.36
14/9/17,0.01,0.02,0.05,0.12,0.59,1.08,1.82,2.29,2.62,3.12,3.37
14/9/18,0.01,0.02,0.04,0.12,0.59,1.1,1.85,2.32,2.63,3.12,3.36
14/9/19,0.01,0.02,0.04,0.11,0.59,1.09,1.83,2.29,2.59,3.05,3.29
14/9/22,0,0.01,0.04,0.1,0.58,1.06,1.8,2.26,2.57,3.04,3.28
14/9/23,0.01,0.01,0.04,0.1,0.57,1.05,1.78,2.23,2.54,3.01,3.25
14/9/24,0.01,0.02,0.03,0.11,0.59,1.08,1.82,2.26,2.57,3.04,3.28
14/9/25,0,0.01,0.03,0.1,0.56,1.03,1.75,2.21,2.52,2.98,3.22
14/9/26,0.01,0.01,0.03,0.11,0.59,1.08,1.8,2.24,2.54,2.99,3.22
14/9/29,0.01,0.02,0.05,0.11,0.58,1.06,1.77,2.21,2.5,2.95,3.18
14/9/30,0.02,0.02,0.03,0.13,0.58,1.07,1.78,2.22,2.52,2.98,3.21
14/10/1,0.01,0.02,0.04,0.1,0.53,1,1.69,2.12,2.42,2.87,3.12
14/10/2,0.01,0.01,0.03,0.1,0.53,1.01,1.7,2.14,2.44,2.9,3.15
14/10/3,0.01,0.01,0.03,0.11,0.57,1.05,1.73,2.16,2.45,2.89,3.13
14/10/6,0.01,0.02,0.05,0.11,0.54,1.02,1.7,2.13,2.43,2.88,3.12
14/10/7,0.02,0.02,0.04,0.1,0.52,0.98,1.64,2.06,2.36,2.81,3.06
14/10/8,0.01,0.01,0.05,0.1,0.46,0.9,1.57,2.02,2.35,2.82,3.07
14/10/9,0.02,0.01,0.05,0.1,0.46,0.91,1.58,2.02,2.34,2.81,3.07
14/10/10,0.02,0.01,0.04,0.1,0.45,0.89,1.55,1.99,2.31,2.77,3.03
14/10/14,0.03,0.02,0.04,0.09,0.39,0.8,1.45,1.88,2.21,2.68,2.95
14/10/15,0.02,0.02,0.05,0.1,0.34,0.73,1.37,1.8,2.15,2.64,2.92
14/10/16,0.04,0.03,0.05,0.1,0.35,0.75,1.39,1.82,2.17,2.66,2.94
14/10/17,0.03,0.02,0.05,0.11,0.39,0.79,1.44,1.88,2.22,2.7,2.98
14/10/20,0.03,0.02,0.06,0.1,0.37,0.76,1.41,1.85,2.2,2.68,2.96
14/10/21,0.04,0.02,0.06,0.1,0.38,0.77,1.44,1.88,2.23,2.72,3
14/10/22,0.04,0.02,0.06,0.11,0.41,0.8,1.46,1.9,2.25,2.73,3.01
14/10/23,0.02,0.01,0.06,0.11,0.41,0.83,1.52,1.95,2.29,2.77,3.05
14/10/24,0.02,0.01,0.06,0.11,0.41,0.82,1.52,1.96,2.29,2.77,3.05
14/10/27,0.03,0.02,0.06,0.11,0.41,0.81,1.51,1.94,2.27,2.75,3.04
14/10/28,0.02,0.02,0.05,0.11,0.42,0.84,1.53,1.97,2.3,2.79,3.06
14/10/29,0.01,0.03,0.07,0.11,0.48,0.93,1.61,2.03,2.34,2.79,3.06
14/10/30,0.01,0.01,0.06,0.11,0.48,0.91,1.58,2.02,2.32,2.77,3.04
14/10/31,0.01,0.01,0.05,0.11,0.5,0.95,1.62,2.05,2.35,2.81,3.07
14/11/3,0.03,0.02,0.07,0.12,0.52,0.96,1.63,2.05,2.36,2.8,3.07
14/11/4,0.04,0.03,0.06,0.11,0.52,0.97,1.63,2.05,2.35,2.78,3.05
14/11/5,0.04,0.03,0.07,0.11,0.52,0.97,1.63,2.05,2.36,2.79,3.06
14/11/6,0.04,0.03,0.06,0.12,0.54,1.01,1.67,2.09,2.39,2.83,3.09
14/11/7,0.04,0.03,0.06,0.12,0.51,0.95,1.6,2.01,2.32,2.76,3.04
14/11/10,0.04,0.02,0.07,0.13,0.55,1,1.65,2.07,2.38,2.81,3.09
14/11/12,0.05,0.02,0.07,0.14,0.55,1,1.65,2.06,2.37,2.81,3.09
14/11/13,0.05,0.02,0.08,0.15,0.53,0.97,1.64,2.05,2.35,2.8,3.08
14/11/14,0.04,0.02,0.07,0.15,0.54,0.96,1.62,2.02,2.32,2.77,3.04
14/11/17,0.02,0.03,0.07,0.15,0.54,0.96,1.64,2.04,2.34,2.79,3.06
14/11/18,0.04,0.02,0.07,0.14,0.53,0.96,1.63,2.03,2.32,2.77,3.05
14/11/19,0.04,0.01,0.07,0.15,0.54,0.99,1.66,2.07,2.36,2.8,3.08
14/11/20,0.04,0.02,0.07,0.14,0.53,0.97,1.64,2.05,2.34,2.78,3.05
14/11/21,0.04,0.01,0.07,0.14,0.53,0.96,1.63,2.03,2.31,2.75,3.02
14/11/24,0.04,0.02,0.08,0.14,0.53,0.95,1.62,2.02,2.3,2.74,3.01
14/11/25,0.06,0.02,0.07,0.14,0.51,0.94,1.58,1.98,2.27,2.69,2.97
14/11/26,0.06,0.02,0.07,0.14,0.53,0.93,1.56,1.96,2.24,2.67,2.95
14/11/28,0.04,0.02,0.07,0.13,0.47,0.88,1.49,1.89,2.18,2.62,2.89
14/12/1,0.01,0.03,0.08,0.13,0.49,0.9,1.52,1.93,2.22,2.66,2.95
14/12/2,0.04,0.03,0.08,0.14,0.55,0.96,1.59,2,2.28,2.72,3
14/12/3,0.03,0.01,0.07,0.15,0.57,0.98,1.61,2.01,2.29,2.71,2.99
14/12/4,0.03,0.02,0.08,0.14,0.55,0.97,1.59,1.98,2.25,2.66,2.94
14/12/5,0.02,0.02,0.08,0.18,0.65,1.09,1.69,2.06,2.31,2.69,2.97
14/12/8,0.03,0.03,0.1,0.18,0.64,1.1,1.67,2.02,2.26,2.62,2.9
14/12/9,0.05,0.04,0.11,0.23,0.64,1.07,1.63,1.97,2.22,2.58,2.87
14/12/10,0.05,0.03,0.1,0.21,0.59,1.01,1.58,1.92,2.18,2.54,2.83
14/12/11,0.02,0.03,0.09,0.21,0.62,1.05,1.62,1.96,2.19,2.54,2.84
14/12/12,0.02,0.02,0.09,0.19,0.56,0.98,1.53,1.86,2.1,2.45,2.75
14/12/15,0.02,0.04,0.11,0.22,0.6,1.03,1.58,1.9,2.12,2.45,2.74
14/12/16,0.03,0.03,0.11,0.21,0.58,0.99,1.53,1.85,2.07,2.4,2.69
14/12/17,0.03,0.03,0.11,0.23,0.62,1.06,1.61,1.93,2.14,2.46,2.74
14/12/18,0.04,0.04,0.12,0.25,0.67,1.1,1.68,2.01,2.22,2.54,2.82
14/12/19,0.01,0.04,0.11,0.26,0.67,1.1,1.66,1.98,2.17,2.48,2.77
14/12/22,0.01,0.05,0.16,0.28,0.71,1.13,1.67,1.98,2.17,2.47,2.75
14/12/23,0.02,0.03,0.14,0.26,0.73,1.17,1.76,2.06,2.26,2.57,2.85
14/12/24,0.01,0.01,0.14,0.26,0.73,1.18,1.76,2.09,2.27,2.56,2.83
14/12/26,0.01,0.01,0.1,0.26,0.73,1.19,1.75,2.07,2.25,2.54,2.81
14/12/29,0.01,0.03,0.12,0.25,0.72,1.14,1.72,2.02,2.22,2.51,2.78
14/12/30,0.03,0.03,0.12,0.23,0.69,1.11,1.68,2,2.2,2.49,2.76
14/12/31,0.03,0.04,0.12,0.25,0.67,1.1,1.65,1.97,2.17,2.47,2.75
15/1/2,0.02,0.02,0.11,0.25,0.66,1.07,1.61,1.92,2.12,2.41,2.69
15/1/5,0.02,0.03,0.1,0.26,0.68,1.06,1.57,1.85,2.04,2.32,2.6
15/1/6,0.02,0.03,0.1,0.25,0.65,1.02,1.5,1.78,1.97,2.25,2.52
15/1/7,0.02,0.03,0.09,0.25,0.62,1,1.47,1.76,1.96,2.25,2.52
15/1/8,0.01,0.03,0.08,0.23,0.62,1,1.5,1.81,2.03,2.33,2.59
15/1/9,0.02,0.02,0.08,0.22,0.59,0.96,1.45,1.75,1.98,2.29,2.55
15/1/12,0.02,0.03,0.09,0.19,0.56,0.91,1.39,1.69,1.92,2.23,2.49
15/1/13,0.02,0.03,0.08,0.2,0.54,0.88,1.37,1.67,1.91,2.24,2.49
15/1/14,0.02,0.04,0.09,0.18,0.51,0.83,1.33,1.62,1.86,2.2,2.47
15/1/15,0.03,0.03,0.08,0.16,0.44,0.75,1.22,1.53,1.77,2.12,2.4
15/1/16,0.02,0.03,0.07,0.17,0.49,0.8,1.29,1.6,1.83,2.17,2.44
15/1/20,0.01,0.03,0.08,0.17,0.53,0.85,1.31,1.61,1.82,2.15,2.39
15/1/21,0.01,0.03,0.08,0.17,0.53,0.87,1.35,1.66,1.87,2.2,2.44
15/1/22,0.02,0.03,0.08,0.17,0.53,0.9,1.39,1.69,1.9,2.21,2.46
15/1/23,0.02,0.02,0.07,0.17,0.52,0.86,1.33,1.62,1.81,2.12,2.38
15/1/26,0.02,0.03,0.08,0.18,0.54,0.89,1.36,1.64,1.83,2.14,2.4
15/1/27,0.02,0.02,0.08,0.17,0.54,0.87,1.34,1.62,1.83,2.15,2.4
15/1/28,0.02,0.02,0.08,0.17,0.5,0.81,1.25,1.53,1.73,2.05,2.29
15/1/29,0.01,0.03,0.07,0.17,0.51,0.84,1.28,1.59,1.77,2.11,2.33
15/1/30,0.01,0.02,0.07,0.18,0.47,0.77,1.18,1.49,1.68,2.04,2.25
15/2/2,0.01,0.02,0.07,0.17,0.49,0.78,1.19,1.49,1.68,2.07,2.25
15/2/3,0.02,0.02,0.07,0.21,0.52,0.85,1.28,1.6,1.79,2.16,2.37
15/2/4,0.01,0.01,0.06,0.2,0.52,0.86,1.29,1.61,1.81,2.17,2.39
15/2/5,0.02,0.02,0.06,0.2,0.52,0.87,1.3,1.62,1.83,2.2,2.42
15/2/6,0.01,0.02,0.07,0.26,0.65,1.03,1.48,1.77,1.95,2.28,2.51
15/2/9,0.02,0.01,0.08,0.24,0.65,1.04,1.49,1.78,1.96,2.28,2.52
15/2/10,0.02,0.01,0.08,0.25,0.67,1.05,1.52,1.82,2.01,2.33,2.58
15/2/11,0.02,0.01,0.07,0.24,0.67,1.06,1.53,1.83,2,2.33,2.57
15/2/12,0.02,0.02,0.07,0.23,0.61,1.02,1.5,1.81,1.99,2.33,2.58
15/2/13,0.02,0.01,0.07,0.23,0.66,1.03,1.53,1.84,2.02,2.39,2.63
15/2/17,0.02,0.02,0.07,0.25,0.7,1.1,1.62,1.95,2.14,2.49,2.73
15/2/18,0.02,0.02,0.07,0.23,0.62,1,1.52,1.86,2.07,2.46,2.7
15/2/19,0.02,0.02,0.07,0.23,0.67,1.05,1.58,1.92,2.11,2.5,2.73
15/2/20,0.02,0.02,0.07,0.23,0.67,1.07,1.61,1.94,2.13,2.5,2.73
15/2/23,0.01,0.02,0.08,0.22,0.64,1.03,1.56,1.88,2.06,2.44,2.66
15/2/24,0.02,0.02,0.08,0.22,0.6,0.97,1.47,1.79,1.99,2.38,2.6
15/2/25,0.02,0.02,0.07,0.21,0.61,0.98,1.47,1.78,1.96,2.35,2.56
15/2/26,0.02,0.03,0.07,0.22,0.66,1.04,1.54,1.86,2.03,2.39,2.63
15/2/27,0.02,0.02,0.07,0.22,0.63,1.01,1.5,1.82,2,2.38,2.6
15/3/2,0.02,0.02,0.08,0.22,0.66,1.06,1.57,1.89,2.08,2.46,2.68
15/3/3,0.01,0.02,0.08,0.26,0.68,1.09,1.61,1.94,2.12,2.49,2.71
15/3/4,0.01,0.01,0.08,0.26,0.66,1.07,1.6,1.93,2.12,2.49,2.72
15/3/5,0.02,0.02,0.08,0.25,0.65,1.05,1.57,1.9,2.11,2.49,2.71
15/3/6,0.02,0.01,0.08,0.27,0.73,1.16,1.7,2.04,2.24,2.63,2.83
15/3/9,0.01,0.02,0.1,0.27,0.7,1.13,1.66,1.99,2.2,2.58,2.8
15/3/10,0.03,0.02,0.1,0.25,0.7,1.1,1.62,1.94,2.14,2.51,2.73
15/3/11,0.03,0.03,0.1,0.25,0.7,1.09,1.6,1.92,2.11,2.47,2.69
15/3/12,0.03,0.03,0.1,0.24,0.67,1.06,1.59,1.91,2.1,2.47,2.69
15/3/13,0.03,0.03,0.11,0.24,0.68,1.07,1.6,1.93,2.13,2.48,2.7
15/3/16,0.02,0.05,0.15,0.26,0.66,1.06,1.57,1.9,2.1,2.45,2.67
15/3/17,0.05,0.05,0.15,0.27,0.7,1.07,1.56,1.87,2.06,2.4,2.61
15/3/18,0.02,0.03,0.12,0.23,0.57,0.92,1.41,1.73,1.93,2.31,2.51
15/3/19,0.02,0.03,0.12,0.26,0.63,0.99,1.48,1.79,1.98,2.33,2.54
15/3/20,0,0.01,0.11,0.24,0.6,0.95,1.42,1.73,1.93,2.29,2.5
15/3/23,0.02,0.03,0.11,0.24,0.6,0.93,1.41,1.71,1.92,2.29,2.51
15/3/24,0.03,0.02,0.11,0.24,0.58,0.91,1.37,1.68,1.88,2.24,2.46
15/3/25,0.02,0.04,0.11,0.25,0.59,0.94,1.41,1.73,1.93,2.28,2.5
15/3/26,0.02,0.03,0.13,0.28,0.61,0.98,1.47,1.81,2.01,2.37,2.6
15/3/27,0.02,0.04,0.12,0.27,0.58,0.92,1.42,1.74,1.95,2.29,2.53
15/3/30,0.02,0.04,0.14,0.27,0.58,0.93,1.41,1.74,1.96,2.32,2.55
15/3/31,0.05,0.03,0.14,0.26,0.56,0.89,1.37,1.71,1.94,2.31,2.54
15/4/1,0.02,0.03,0.12,0.27,0.55,0.86,1.32,1.65,1.87,2.23,2.47
15/4/2,0.02,0.02,0.1,0.25,0.55,0.87,1.35,1.69,1.92,2.29,2.53
15/4/3,0.04,0.02,0.1,0.21,0.49,0.8,1.26,1.6,1.85,2.24,2.49
15/4/6,0.02,0.03,0.1,0.21,0.51,0.83,1.31,1.67,1.92,2.31,2.57
15/4/7,0.02,0.02,0.1,0.22,0.52,0.85,1.32,1.66,1.89,2.27,2.52
15/4/8,0.02,0.03,0.1,0.22,0.54,0.86,1.35,1.68,1.92,2.28,2.53
15/4/9,0.02,0.03,0.1,0.22,0.56,0.89,1.4,1.73,1.97,2.35,2.61
15/4/10,0.01,0.02,0.09,0.24,0.57,0.91,1.41,1.73,1.96,2.33,2.58
15/4/13,0.02,0.03,0.11,0.23,0.54,0.89,1.38,1.71,1.94,2.33,2.58
15/4/14,0.02,0.02,0.1,0.23,0.53,0.85,1.34,1.67,1.9,2.29,2.54
15/4/15,0.02,0.02,0.08,0.23,0.51,0.85,1.33,1.66,1.91,2.3,2.55
15/4/16,0.03,0.02,0.08,0.22,0.5,0.81,1.31,1.64,1.9,2.31,2.56
15/4/17,0.03,0.01,0.08,0.23,0.51,0.84,1.31,1.63,1.87,2.26,2.51
15/4/20,0.03,0.03,0.1,0.24,0.55,0.86,1.33,1.65,1.9,2.31,2.56
15/4/21,0.02,0.03,0.09,0.23,0.55,0.86,1.35,1.67,1.92,2.33,2.58
15/4/22,0.01,0.03,0.1,0.23,0.57,0.91,1.41,1.75,1.99,2.42,2.66
15/4/23,0.01,0.03,0.09,0.24,0.55,0.87,1.37,1.7,1.96,2.38,2.63
15/4/24,0.03,0.03,0.1,0.24,0.54,0.84,1.34,1.68,1.93,2.36,2.62
15/4/27,0.01,0.02,0.1,0.25,0.54,0.87,1.36,1.69,1.94,2.36,2.61
15/4/28,0,0.02,0.09,0.24,0.56,0.9,1.39,1.75,2,2.42,2.68
15/4/29,0,0.01,0.07,0.25,0.56,0.91,1.43,1.8,2.06,2.49,2.76
15/4/30,0,0.01,0.06,0.24,0.58,0.91,1.43,1.79,2.05,2.49,2.75
15/5/1,0,0.01,0.05,0.25,0.6,0.97,1.5,1.87,2.12,2.57,2.82
15/5/4,0.01,0.02,0.08,0.25,0.6,0.96,1.51,1.9,2.16,2.62,2.88
15/5/5,0.01,0.01,0.08,0.24,0.62,1,1.54,1.92,2.19,2.64,2.9
15/5/6,0.02,0.02,0.08,0.25,0.65,1.03,1.58,1.97,2.25,2.72,2.98
15/5/7,0.01,0.01,0.08,0.24,0.63,1.02,1.55,1.93,2.18,2.63,2.9
15/5/8,0.01,0.01,0.08,0.23,0.59,0.96,1.5,1.89,2.16,2.63,2.9
15/5/11,0.02,0.02,0.09,0.25,0.62,1.02,1.59,2,2.28,2.76,3.03
15/5/12,0.01,0.03,0.09,0.25,0.61,1,1.58,2,2.28,2.75,3.02
15/5/13,0.02,0.02,0.09,0.24,0.59,0.97,1.57,2,2.27,2.79,3.07
15/5/14,0,0.01,0.08,0.23,0.56,0.91,1.51,1.94,2.23,2.76,3.03
15/5/15,0.02,0.02,0.09,0.23,0.55,0.9,1.46,1.87,2.14,2.66,2.93
15/5/18,0.01,0.02,0.08,0.22,0.58,0.95,1.54,1.95,2.23,2.75,3.02
15/5/19,0.02,0.02,0.07,0.23,0.63,1.01,1.6,2.01,2.27,2.79,3.05
15/5/20,0.02,0.02,0.08,0.23,0.6,0.98,1.57,1.98,2.26,2.79,3.06
15/5/21,0.02,0.02,0.07,0.22,0.6,0.95,1.53,1.92,2.19,2.71,2.98
15/5/22,0.01,0.02,0.08,0.23,0.64,1.01,1.57,1.96,2.21,2.73,2.99
15/5/26,0.01,0.02,0.09,0.24,0.64,0.99,1.54,1.9,2.14,2.64,2.89
15/5/27,0.02,0.01,0.09,0.27,0.64,1,1.53,1.9,2.14,2.63,2.88
15/5/28,0.01,0.01,0.08,0.26,0.62,0.97,1.51,1.89,2.13,2.64,2.89
15/5/29,0.01,0.01,0.06,0.26,0.61,0.94,1.49,1.86,2.12,2.63,2.88
15/6/1,0.02,0.02,0.07,0.26,0.64,0.99,1.55,1.93,2.19,2.69,2.94
15/6/2,0.02,0.01,0.07,0.26,0.64,1.02,1.61,2.01,2.27,2.77,3.02
15/6/3,0.02,0.02,0.07,0.26,0.69,1.07,1.69,2.12,2.38,2.87,3.11
15/6/4,0.02,0.02,0.08,0.27,0.66,1.04,1.65,2.05,2.31,2.78,3.03
15/6/5,0.02,0.03,0.08,0.29,0.73,1.13,1.75,2.16,2.41,2.87,3.11
15/6/8,0.01,0.02,0.09,0.27,0.7,1.09,1.72,2.13,2.39,2.86,3.11
15/6/9,0.01,0.02,0.08,0.27,0.72,1.12,1.74,2.16,2.42,2.89,3.15
15/6/10,0.01,0.02,0.1,0.28,0.75,1.15,1.8,2.22,2.5,2.96,3.22
15/6/11,0.01,0.01,0.1,0.28,0.73,1.12,1.74,2.14,2.39,2.84,3.11
15/6/12,0.01,0.02,0.1,0.28,0.74,1.12,1.75,2.15,2.39,2.84,3.1
15/6/15,0,0.02,0.11,0.28,0.72,1.1,1.71,2.11,2.36,2.83,3.09
15/6/16,0,0.01,0.11,0.28,0.71,1.08,1.68,2.07,2.32,2.79,3.06
15/6/17,0,0.01,0.1,0.27,0.67,1.03,1.63,2.05,2.32,2.82,3.09
15/6/18,0,0.01,0.08,0.26,0.66,1.03,1.65,2.08,2.35,2.86,3.14
15/6/19,0,0.01,0.05,0.25,0.65,0.99,1.59,1.99,2.26,2.76,3.05
15/6/22,0,0.01,0.08,0.27,0.68,1.06,1.68,2.1,2.37,2.87,3.16
15/6/23,0,0.01,0.09,0.3,0.7,1.07,1.71,2.14,2.42,2.92,3.2
